
Leonidas  	1	M	light bright green  	Healthy
Ethelin   	2	F	olive yellow        	Radioactive
Audy      	2	F	dirty yellow        	Radioactive
Quintana  	2	F	olive yellow        	Radioactive
Brien     	2	M	dirty yellow        	Healthy
Mahmud    	2	M	olive yellow        	Radioactive
Lutero    	2	M	dirty yellow        	Healthy
Isabella  	1	F	light green         	Radioactive
Valentin  	1	M	olive yellow        	Radioactive
Caye      	1	F	dirty yellow        	Healthy
Barty     	1	M	dirty yellow        	Healthy
Vinita    	1	F	olive yellow        	Radioactive
Sergei    	1	M	dirty yellow        	Healthy
Graig     	1	M	dirty yellow        	Radioactive
Geneva    	1	F	dirty yellow        	Radioactive
Gerrie    	1	F	dirty yellow        	Healthy
Letty     	1	F	light green         	Healthy
Deane     	1	M	olive yellow        	Radioactive
Selig     	1	M	dirty yellow        	Healthy
Jeni      	0	F	dirty yellow        	Radioactive
Yvonne    	0	F	olive yellow        	Radioactive
Karin     	0	F	dirty yellow        	Radioactive
Rowen     	0	M	olive yellow        	Radioactive
Natal     	0	M	dirty yellow        	Healthy
Ewart     	0	M	dirty yellow        	Healthy
Adara     	0	F	light green         	Radioactive
Ruby      	0	F	dirty yellow        	Healthy
Silvester 	0	M	dirty yellow        	Radioactive
------------------------------------------------------------------------
Ignace    	10	M	light green         	Radioactive
Delia     	10	F	olive yellow        	Radioactive
Benedicto 	10	M	light green         	Radioactive
Winslow   	10	M	olive yellow        	Radioactive
Pepe      	10	M	dirty yellow        	Radioactive
Kara      	10	F	light green         	Radioactive
Diandra   	10	F	olive yellow        	Radioactive
Karlik    	10	M	dirty yellow        	Radioactive
Ingamar   	10	M	dirty yellow        	Radioactive
Tommie    	10	F	dirty yellow        	Radioactive
Hally     	10	F	dirty yellow        	Radioactive
Lory      	10	F	olive yellow        	Radioactive
Cornelius 	10	M	dirty yellow        	Radioactive
Ellissa   	10	F	light green         	Radioactive
Ebenezer  	10	M	light green         	Radioactive
Darla     	10	F	olive yellow        	Radioactive
Ben       	10	M	dirty yellow        	Radioactive
Celle     	10	F	dirty yellow        	Radioactive
Heidi     	10	F	olive yellow        	Radioactive
Reynold   	10	M	light green         	Radioactive
Herminia  	10	F	dirty yellow        	Radioactive
Sutton    	10	M	olive yellow        	Radioactive
Mario     	10	M	dirty yellow        	Radioactive
Humfrid   	9	M	light green         	Radioactive
Marijo    	9	F	olive yellow        	Radioactive
Dyan      	9	F	dirty yellow        	Radioactive
Maggie    	9	F	light green         	Radioactive
Terrence  	9	M	olive yellow        	Radioactive
Brien     	9	M	dirty yellow        	Radioactive
Davon     	9	M	light green         	Radioactive
Giraud    	9	M	olive yellow        	Radioactive
Lulita    	9	F	dirty yellow        	Radioactive
Dacey     	9	F	dirty yellow        	Radioactive
Brigida   	9	F	olive yellow        	Radioactive
Isabella  	9	F	olive yellow        	Radioactive
Ole       	9	M	dirty yellow        	Radioactive
Eolanda   	9	F	light green         	Radioactive
Griffy    	9	M	olive yellow        	Radioactive
Madelin   	9	F	dirty yellow        	Radioactive
Mag       	9	F	dirty yellow        	Radioactive
Leif      	9	M	olive yellow        	Radioactive
Lucien    	9	M	light green         	Radioactive
Myrah     	9	F	dirty yellow        	Radioactive
Kikelia   	9	F	olive yellow        	Radioactive
Karoly    	9	M	dirty yellow        	Radioactive
Candace   	9	F	dirty yellow        	Radioactive
Dino      	9	M	olive yellow        	Radioactive
Herrick   	9	M	dirty yellow        	Radioactive
Devinne   	9	F	olive yellow        	Radioactive
Pembroke  	9	M	dirty yellow        	Radioactive
Justine   	8	F	light green         	Radioactive
Darb      	8	M	olive yellow        	Radioactive
Alvis     	8	M	dirty yellow        	Radioactive
Katee     	8	F	olive yellow        	Radioactive
Saba      	8	F	dirty yellow        	Radioactive
Ardelia   	8	F	dirty yellow        	Radioactive
Yelena    	8	F	olive yellow        	Radioactive
Jennee    	8	F	dirty yellow        	Healthy
Leia      	8	F	dirty yellow        	Radioactive
Gayla     	8	F	olive yellow        	Radioactive
Marcille  	8	F	light green         	Radioactive
Clarke    	8	M	dirty yellow        	Radioactive
Holt      	8	M	olive yellow        	Radioactive
Jenelle   	8	F	olive yellow        	Radioactive
Ralf      	8	M	dirty yellow        	Radioactive
Cobby     	8	M	dirty yellow        	Radioactive
Maximilianus	8	M	olive yellow        	Radioactive
Clim      	8	M	dirty yellow        	Radioactive
Keary     	8	M	dirty yellow        	Radioactive
Ned       	8	M	dirty yellow        	Radioactive
Dukey     	8	M	light green         	Radioactive
Morna     	8	F	dirty yellow        	Radioactive
Madelene  	8	F	olive yellow        	Radioactive
Rik       	8	M	olive yellow        	Radioactive
Byron     	8	M	dirty yellow        	Radioactive
Jase      	7	M	dirty yellow        	Radioactive
Dorthy    	7	F	olive yellow        	Radioactive
Bartholomeus	7	M	dirty yellow        	Radioactive
Jehu      	7	M	olive yellow        	Radioactive
Ynes      	7	F	light green         	Radioactive
Phedra    	7	F	dirty yellow        	Radioactive
Nelly     	7	F	light green         	Radioactive
Sauveur   	7	M	olive yellow        	Radioactive
Michaella 	7	F	olive yellow        	Radioactive
Karlens   	7	M	dirty yellow        	Radioactive
Leroi     	7	M	dirty yellow        	Healthy
Ferrel    	6	M	olive yellow        	Radioactive
Todd      	6	M	dirty yellow        	Healthy
Kele      	6	M	olive yellow        	Radioactive
Byron     	6	M	light green         	Radioactive
Twyla     	6	F	olive yellow        	Radioactive
Rudiger   	6	M	dirty yellow        	Radioactive
Emlen     	6	M	dirty yellow        	Radioactive
Jeana     	6	F	light green         	Radioactive
Yuri      	6	M	olive yellow        	Radioactive
Janaye    	6	F	dirty yellow        	Radioactive
Lianne    	6	F	olive yellow        	Radioactive
Corrina   	6	F	dirty yellow        	Radioactive
Munroe    	6	M	dirty yellow        	Radioactive
Patricio  	6	M	dirty yellow        	Radioactive
Bevvy     	6	F	olive yellow        	Radioactive
Maisey    	6	F	dirty yellow        	Healthy
Ashlie    	6	F	olive yellow        	Radioactive
Ferd      	6	M	olive yellow        	Radioactive
Ardelle   	5	F	dirty yellow        	Radioactive
Jill      	5	F	olive yellow        	Radioactive
Maurizio  	5	M	dirty yellow        	Radioactive
Clayton   	5	M	olive yellow        	Radioactive
Wally     	5	F	light green         	Radioactive
Damon     	5	M	dirty yellow        	Radioactive
Barbette  	5	F	dirty yellow        	Radioactive
Hyacinthe 	5	F	dirty yellow        	Radioactive
Vincenz   	5	M	olive yellow        	Radioactive
Chastity  	5	F	dirty yellow        	Radioactive
Casar     	5	M	dirty yellow        	Radioactive
Heloise   	5	F	dirty yellow        	Radioactive
Foss      	5	M	olive yellow        	Radioactive
Ynez      	4	F	dirty yellow        	Radioactive
Alejandra 	4	F	olive yellow        	Radioactive
Carmita   	4	F	dirty yellow        	Radioactive
Kaela     	4	F	light green         	Radioactive
Jewelle   	4	F	dirty yellow        	Radioactive
Adora     	4	F	olive yellow        	Radioactive
Taddeo    	4	M	dirty yellow        	Radioactive
Dagmar    	4	F	olive yellow        	Radioactive
Alejandro 	4	M	olive yellow        	Radioactive
Hartwell  	4	M	dirty yellow        	Radioactive
Antoni    	4	M	olive yellow        	Radioactive
Abbe      	4	F	dirty yellow        	Healthy
Shea      	4	M	olive yellow        	Radioactive
Poppy     	4	F	olive yellow        	Radioactive
Ana       	4	F	olive yellow        	Radioactive
Carleton  	4	M	dirty yellow        	Healthy
Cullen    	4	M	olive yellow        	Radioactive
Anestassia	3	F	dirty yellow        	Radioactive
Creighton 	3	M	olive yellow        	Radioactive
Nolie     	3	F	dirty yellow        	Radioactive
Quintilla 	3	F	light green         	Radioactive
Warren    	3	M	dirty yellow        	Radioactive
Katlin    	3	F	dirty yellow        	Radioactive
Peirce    	3	M	olive yellow        	Radioactive
Tobie     	3	M	dirty yellow        	Radioactive
Colline   	3	F	dirty yellow        	Radioactive
Ethelin   	3	F	olive yellow        	Radioactive
Audy      	3	F	dirty yellow        	Radioactive
Quintana  	3	F	olive yellow        	Radioactive
Brien     	3	M	dirty yellow        	Radioactive
Mahmud    	3	M	olive yellow        	Radioactive
Lutero    	3	M	dirty yellow        	Radioactive
Isabella  	2	F	light green         	Radioactive
Valentin  	2	M	olive yellow        	Radioactive
Caye      	2	F	dirty yellow        	Radioactive
Barty     	2	M	dirty yellow        	Healthy
Vinita    	2	F	olive yellow        	Radioactive
Sergei    	2	M	dirty yellow        	Healthy
Graig     	2	M	dirty yellow        	Radioactive
Geneva    	2	F	dirty yellow        	Radioactive
Gerrie    	2	F	dirty yellow        	Radioactive
Letty     	2	F	light green         	Healthy
Deane     	2	M	olive yellow        	Radioactive
Selig     	2	M	dirty yellow        	Healthy
Jeni      	1	F	dirty yellow        	Radioactive
Yvonne    	1	F	olive yellow        	Radioactive
Karin     	1	F	dirty yellow        	Radioactive
Rowen     	1	M	olive yellow        	Radioactive
Natal     	1	M	dirty yellow        	Healthy
Ewart     	1	M	dirty yellow        	Radioactive
Adara     	1	F	light green         	Radioactive
Ruby      	1	F	dirty yellow        	Healthy
Silvester 	1	M	dirty yellow        	Radioactive
Bekki     	0	F	dirty yellow        	Radioactive
Abagael   	0	F	dirty yellow        	Healthy
Dalli     	0	M	dirty yellow        	Healthy
Janine    	0	F	light green         	Healthy
Cissy     	0	F	dirty yellow        	Healthy
Trix      	0	F	dirty yellow        	Healthy
Lorin     	0	M	dirty yellow        	Healthy
Jessamyn  	0	F	light green         	Healthy
------------------------------------------------------------------------
Humfrid   	10	M	light green         	Radioactive
Marijo    	10	F	olive yellow        	Radioactive
Dyan      	10	F	dirty yellow        	Radioactive
Maggie    	10	F	light green         	Radioactive
Terrence  	10	M	olive yellow        	Radioactive
Brien     	10	M	dirty yellow        	Radioactive
Davon     	10	M	light green         	Radioactive
Giraud    	10	M	olive yellow        	Radioactive
Lulita    	10	F	dirty yellow        	Radioactive
Dacey     	10	F	dirty yellow        	Radioactive
Brigida   	10	F	olive yellow        	Radioactive
Isabella  	10	F	olive yellow        	Radioactive
Ole       	10	M	dirty yellow        	Radioactive
Eolanda   	10	F	light green         	Radioactive
Griffy    	10	M	olive yellow        	Radioactive
Madelin   	10	F	dirty yellow        	Radioactive
Mag       	10	F	dirty yellow        	Radioactive
Leif      	10	M	olive yellow        	Radioactive
Lucien    	10	M	light green         	Radioactive
Myrah     	10	F	dirty yellow        	Radioactive
Kikelia   	10	F	olive yellow        	Radioactive
Karoly    	10	M	dirty yellow        	Radioactive
Candace   	10	F	dirty yellow        	Radioactive
Dino      	10	M	olive yellow        	Radioactive
Herrick   	10	M	dirty yellow        	Radioactive
Devinne   	10	F	olive yellow        	Radioactive
Pembroke  	10	M	dirty yellow        	Radioactive
Justine   	9	F	light green         	Radioactive
Darb      	9	M	olive yellow        	Radioactive
Alvis     	9	M	dirty yellow        	Radioactive
Katee     	9	F	olive yellow        	Radioactive
Saba      	9	F	dirty yellow        	Radioactive
Ardelia   	9	F	dirty yellow        	Radioactive
Yelena    	9	F	olive yellow        	Radioactive
Jennee    	9	F	dirty yellow        	Healthy
Leia      	9	F	dirty yellow        	Radioactive
Gayla     	9	F	olive yellow        	Radioactive
Marcille  	9	F	light green         	Radioactive
Clarke    	9	M	dirty yellow        	Radioactive
Holt      	9	M	olive yellow        	Radioactive
Jenelle   	9	F	olive yellow        	Radioactive
Ralf      	9	M	dirty yellow        	Radioactive
Cobby     	9	M	dirty yellow        	Radioactive
Maximilianus	9	M	olive yellow        	Radioactive
Clim      	9	M	dirty yellow        	Radioactive
Keary     	9	M	dirty yellow        	Radioactive
Ned       	9	M	dirty yellow        	Radioactive
Dukey     	9	M	light green         	Radioactive
Morna     	9	F	dirty yellow        	Radioactive
Madelene  	9	F	olive yellow        	Radioactive
Rik       	9	M	olive yellow        	Radioactive
Byron     	9	M	dirty yellow        	Radioactive
Jase      	8	M	dirty yellow        	Radioactive
Dorthy    	8	F	olive yellow        	Radioactive
Bartholomeus	8	M	dirty yellow        	Radioactive
Jehu      	8	M	olive yellow        	Radioactive
Ynes      	8	F	light green         	Radioactive
Phedra    	8	F	dirty yellow        	Radioactive
Nelly     	8	F	light green         	Radioactive
Sauveur   	8	M	olive yellow        	Radioactive
Michaella 	8	F	olive yellow        	Radioactive
Karlens   	8	M	dirty yellow        	Radioactive
Leroi     	8	M	dirty yellow        	Radioactive
Ferrel    	7	M	olive yellow        	Radioactive
Todd      	7	M	dirty yellow        	Radioactive
Kele      	7	M	olive yellow        	Radioactive
Byron     	7	M	light green         	Radioactive
Twyla     	7	F	olive yellow        	Radioactive
Rudiger   	7	M	dirty yellow        	Radioactive
Emlen     	7	M	dirty yellow        	Radioactive
Jeana     	7	F	light green         	Radioactive
Yuri      	7	M	olive yellow        	Radioactive
Janaye    	7	F	dirty yellow        	Radioactive
Lianne    	7	F	olive yellow        	Radioactive
Corrina   	7	F	dirty yellow        	Radioactive
Munroe    	7	M	dirty yellow        	Radioactive
Patricio  	7	M	dirty yellow        	Radioactive
Bevvy     	7	F	olive yellow        	Radioactive
Maisey    	7	F	dirty yellow        	Healthy
Ashlie    	7	F	olive yellow        	Radioactive
Ferd      	7	M	olive yellow        	Radioactive
Ardelle   	6	F	dirty yellow        	Radioactive
Jill      	6	F	olive yellow        	Radioactive
Maurizio  	6	M	dirty yellow        	Radioactive
Clayton   	6	M	olive yellow        	Radioactive
Wally     	6	F	light green         	Radioactive
Damon     	6	M	dirty yellow        	Radioactive
Barbette  	6	F	dirty yellow        	Radioactive
Hyacinthe 	6	F	dirty yellow        	Radioactive
Vincenz   	6	M	olive yellow        	Radioactive
Chastity  	6	F	dirty yellow        	Radioactive
Casar     	6	M	dirty yellow        	Radioactive
Heloise   	6	F	dirty yellow        	Radioactive
Foss      	6	M	olive yellow        	Radioactive
Ynez      	5	F	dirty yellow        	Radioactive
Alejandra 	5	F	olive yellow        	Radioactive
Carmita   	5	F	dirty yellow        	Radioactive
Kaela     	5	F	light green         	Radioactive
Jewelle   	5	F	dirty yellow        	Radioactive
Adora     	5	F	olive yellow        	Radioactive
Taddeo    	5	M	dirty yellow        	Radioactive
Dagmar    	5	F	olive yellow        	Radioactive
Alejandro 	5	M	olive yellow        	Radioactive
Hartwell  	5	M	dirty yellow        	Radioactive
Antoni    	5	M	olive yellow        	Radioactive
Abbe      	5	F	dirty yellow        	Radioactive
Shea      	5	M	olive yellow        	Radioactive
Poppy     	5	F	olive yellow        	Radioactive
Ana       	5	F	olive yellow        	Radioactive
Carleton  	5	M	dirty yellow        	Healthy
Cullen    	5	M	olive yellow        	Radioactive
Anestassia	4	F	dirty yellow        	Radioactive
Creighton 	4	M	olive yellow        	Radioactive
Nolie     	4	F	dirty yellow        	Radioactive
Quintilla 	4	F	light green         	Radioactive
Warren    	4	M	dirty yellow        	Radioactive
Katlin    	4	F	dirty yellow        	Radioactive
Peirce    	4	M	olive yellow        	Radioactive
Tobie     	4	M	dirty yellow        	Radioactive
Colline   	4	F	dirty yellow        	Radioactive
Ethelin   	4	F	olive yellow        	Radioactive
Audy      	4	F	dirty yellow        	Radioactive
Quintana  	4	F	olive yellow        	Radioactive
Brien     	4	M	dirty yellow        	Radioactive
Mahmud    	4	M	olive yellow        	Radioactive
Lutero    	4	M	dirty yellow        	Radioactive
Isabella  	3	F	light green         	Radioactive
Valentin  	3	M	olive yellow        	Radioactive
Caye      	3	F	dirty yellow        	Radioactive
Barty     	3	M	dirty yellow        	Radioactive
Vinita    	3	F	olive yellow        	Radioactive
Sergei    	3	M	dirty yellow        	Healthy
Graig     	3	M	dirty yellow        	Radioactive
Geneva    	3	F	dirty yellow        	Radioactive
Gerrie    	3	F	dirty yellow        	Radioactive
Letty     	3	F	light green         	Healthy
Deane     	3	M	olive yellow        	Radioactive
Selig     	3	M	dirty yellow        	Healthy
Jeni      	2	F	dirty yellow        	Radioactive
Yvonne    	2	F	olive yellow        	Radioactive
Karin     	2	F	dirty yellow        	Radioactive
Rowen     	2	M	olive yellow        	Radioactive
Natal     	2	M	dirty yellow        	Healthy
Ewart     	2	M	dirty yellow        	Radioactive
Adara     	2	F	light green         	Radioactive
Ruby      	2	F	dirty yellow        	Healthy
Silvester 	2	M	dirty yellow        	Radioactive
Bekki     	1	F	dirty yellow        	Radioactive
Abagael   	1	F	dirty yellow        	Radioactive
Dalli     	1	M	dirty yellow        	Radioactive
Janine    	1	F	light green         	Radioactive
Cissy     	1	F	dirty yellow        	Healthy
Trix      	1	F	dirty yellow        	Healthy
Lorin     	1	M	dirty yellow        	Radioactive
Jessamyn  	1	F	light green         	Healthy
Kati      	0	F	dirty yellow        	Radioactive
Genovera  	0	F	dirty yellow        	Radioactive
Hussein   	0	M	light green         	Healthy
Jasmin    	0	F	dirty yellow        	Healthy
------------------------------------------------------------------------
Justine   	10	F	light green         	Radioactive
Darb      	10	M	olive yellow        	Radioactive
Alvis     	10	M	dirty yellow        	Radioactive
Katee     	10	F	olive yellow        	Radioactive
Saba      	10	F	dirty yellow        	Radioactive
Ardelia   	10	F	dirty yellow        	Radioactive
Yelena    	10	F	olive yellow        	Radioactive
Jennee    	10	F	dirty yellow        	Radioactive
Leia      	10	F	dirty yellow        	Radioactive
Gayla     	10	F	olive yellow        	Radioactive
Marcille  	10	F	light green         	Radioactive
Clarke    	10	M	dirty yellow        	Radioactive
Holt      	10	M	olive yellow        	Radioactive
Jenelle   	10	F	olive yellow        	Radioactive
Ralf      	10	M	dirty yellow        	Radioactive
Cobby     	10	M	dirty yellow        	Radioactive
Maximilianus	10	M	olive yellow        	Radioactive
Clim      	10	M	dirty yellow        	Radioactive
Keary     	10	M	dirty yellow        	Radioactive
Ned       	10	M	dirty yellow        	Radioactive
Dukey     	10	M	light green         	Radioactive
Morna     	10	F	dirty yellow        	Radioactive
Madelene  	10	F	olive yellow        	Radioactive
Rik       	10	M	olive yellow        	Radioactive
Byron     	10	M	dirty yellow        	Radioactive
Jase      	9	M	dirty yellow        	Radioactive
Dorthy    	9	F	olive yellow        	Radioactive
Bartholomeus	9	M	dirty yellow        	Radioactive
Jehu      	9	M	olive yellow        	Radioactive
Ynes      	9	F	light green         	Radioactive
Phedra    	9	F	dirty yellow        	Radioactive
Nelly     	9	F	light green         	Radioactive
Sauveur   	9	M	olive yellow        	Radioactive
Michaella 	9	F	olive yellow        	Radioactive
Karlens   	9	M	dirty yellow        	Radioactive
Leroi     	9	M	dirty yellow        	Radioactive
Ferrel    	8	M	olive yellow        	Radioactive
Todd      	8	M	dirty yellow        	Radioactive
Kele      	8	M	olive yellow        	Radioactive
Byron     	8	M	light green         	Radioactive
Twyla     	8	F	olive yellow        	Radioactive
Rudiger   	8	M	dirty yellow        	Radioactive
Emlen     	8	M	dirty yellow        	Radioactive
Jeana     	8	F	light green         	Radioactive
Yuri      	8	M	olive yellow        	Radioactive
Janaye    	8	F	dirty yellow        	Radioactive
Lianne    	8	F	olive yellow        	Radioactive
Corrina   	8	F	dirty yellow        	Radioactive
Munroe    	8	M	dirty yellow        	Radioactive
Patricio  	8	M	dirty yellow        	Radioactive
Bevvy     	8	F	olive yellow        	Radioactive
Maisey    	8	F	dirty yellow        	Radioactive
Ashlie    	8	F	olive yellow        	Radioactive
Ferd      	8	M	olive yellow        	Radioactive
Ardelle   	7	F	dirty yellow        	Radioactive
Jill      	7	F	olive yellow        	Radioactive
Maurizio  	7	M	dirty yellow        	Radioactive
Clayton   	7	M	olive yellow        	Radioactive
Wally     	7	F	light green         	Radioactive
Damon     	7	M	dirty yellow        	Radioactive
Barbette  	7	F	dirty yellow        	Radioactive
Hyacinthe 	7	F	dirty yellow        	Radioactive
Vincenz   	7	M	olive yellow        	Radioactive
Chastity  	7	F	dirty yellow        	Radioactive
Casar     	7	M	dirty yellow        	Radioactive
Heloise   	7	F	dirty yellow        	Radioactive
Foss      	7	M	olive yellow        	Radioactive
Ynez      	6	F	dirty yellow        	Radioactive
Alejandra 	6	F	olive yellow        	Radioactive
Carmita   	6	F	dirty yellow        	Radioactive
Kaela     	6	F	light green         	Radioactive
Jewelle   	6	F	dirty yellow        	Radioactive
Adora     	6	F	olive yellow        	Radioactive
Taddeo    	6	M	dirty yellow        	Radioactive
Dagmar    	6	F	olive yellow        	Radioactive
Alejandro 	6	M	olive yellow        	Radioactive
Hartwell  	6	M	dirty yellow        	Radioactive
Antoni    	6	M	olive yellow        	Radioactive
Abbe      	6	F	dirty yellow        	Radioactive
Shea      	6	M	olive yellow        	Radioactive
Poppy     	6	F	olive yellow        	Radioactive
Ana       	6	F	olive yellow        	Radioactive
Carleton  	6	M	dirty yellow        	Radioactive
Cullen    	6	M	olive yellow        	Radioactive
Anestassia	5	F	dirty yellow        	Radioactive
Creighton 	5	M	olive yellow        	Radioactive
Nolie     	5	F	dirty yellow        	Radioactive
Quintilla 	5	F	light green         	Radioactive
Warren    	5	M	dirty yellow        	Radioactive
Katlin    	5	F	dirty yellow        	Radioactive
Peirce    	5	M	olive yellow        	Radioactive
Tobie     	5	M	dirty yellow        	Radioactive
Colline   	5	F	dirty yellow        	Radioactive
Ethelin   	5	F	olive yellow        	Radioactive
Audy      	5	F	dirty yellow        	Radioactive
Quintana  	5	F	olive yellow        	Radioactive
Brien     	5	M	dirty yellow        	Radioactive
Mahmud    	5	M	olive yellow        	Radioactive
Lutero    	5	M	dirty yellow        	Radioactive
Isabella  	4	F	light green         	Radioactive
Valentin  	4	M	olive yellow        	Radioactive
Caye      	4	F	dirty yellow        	Radioactive
Barty     	4	M	dirty yellow        	Radioactive
Vinita    	4	F	olive yellow        	Radioactive
Sergei    	4	M	dirty yellow        	Radioactive
Graig     	4	M	dirty yellow        	Radioactive
Geneva    	4	F	dirty yellow        	Radioactive
Gerrie    	4	F	dirty yellow        	Radioactive
Letty     	4	F	light green         	Radioactive
Deane     	4	M	olive yellow        	Radioactive
Selig     	4	M	dirty yellow        	Healthy
Jeni      	3	F	dirty yellow        	Radioactive
Yvonne    	3	F	olive yellow        	Radioactive
Karin     	3	F	dirty yellow        	Radioactive
Rowen     	3	M	olive yellow        	Radioactive
Natal     	3	M	dirty yellow        	Radioactive
Ewart     	3	M	dirty yellow        	Radioactive
Adara     	3	F	light green         	Radioactive
Ruby      	3	F	dirty yellow        	Radioactive
Silvester 	3	M	dirty yellow        	Radioactive
Bekki     	2	F	dirty yellow        	Radioactive
Abagael   	2	F	dirty yellow        	Radioactive
Dalli     	2	M	dirty yellow        	Radioactive
Janine    	2	F	light green         	Radioactive
Cissy     	2	F	dirty yellow        	Radioactive
Trix      	2	F	dirty yellow        	Radioactive
Lorin     	2	M	dirty yellow        	Radioactive
Jessamyn  	2	F	light green         	Radioactive
Kati      	1	F	dirty yellow        	Radioactive
Genovera  	1	F	dirty yellow        	Radioactive
Hussein   	1	M	light green         	Healthy
Jasmin    	1	F	dirty yellow        	Radioactive
Salvidor  	0	M	dirty yellow        	Radioactive
Parker    	0	M	dirty yellow        	Radioactive
Collete   	0	F	dirty yellow        	Healthy
------------------------------------------------------------------------
Jase      	10	M	dirty yellow        	Radioactive
Dorthy    	10	F	olive yellow        	Radioactive
Bartholomeus	10	M	dirty yellow        	Radioactive
Jehu      	10	M	olive yellow        	Radioactive
Ynes      	10	F	light green         	Radioactive
Phedra    	10	F	dirty yellow        	Radioactive
Nelly     	10	F	light green         	Radioactive
Sauveur   	10	M	olive yellow        	Radioactive
Michaella 	10	F	olive yellow        	Radioactive
Karlens   	10	M	dirty yellow        	Radioactive
Leroi     	10	M	dirty yellow        	Radioactive
Ferrel    	9	M	olive yellow        	Radioactive
Todd      	9	M	dirty yellow        	Radioactive
Kele      	9	M	olive yellow        	Radioactive
Byron     	9	M	light green         	Radioactive
Twyla     	9	F	olive yellow        	Radioactive
Rudiger   	9	M	dirty yellow        	Radioactive
Emlen     	9	M	dirty yellow        	Radioactive
Jeana     	9	F	light green         	Radioactive
Yuri      	9	M	olive yellow        	Radioactive
Janaye    	9	F	dirty yellow        	Radioactive
Lianne    	9	F	olive yellow        	Radioactive
Corrina   	9	F	dirty yellow        	Radioactive
Munroe    	9	M	dirty yellow        	Radioactive
Patricio  	9	M	dirty yellow        	Radioactive
Bevvy     	9	F	olive yellow        	Radioactive
Maisey    	9	F	dirty yellow        	Radioactive
Ashlie    	9	F	olive yellow        	Radioactive
Ferd      	9	M	olive yellow        	Radioactive
Ardelle   	8	F	dirty yellow        	Radioactive
Jill      	8	F	olive yellow        	Radioactive
Maurizio  	8	M	dirty yellow        	Radioactive
Clayton   	8	M	olive yellow        	Radioactive
Wally     	8	F	light green         	Radioactive
Damon     	8	M	dirty yellow        	Radioactive
Barbette  	8	F	dirty yellow        	Radioactive
Hyacinthe 	8	F	dirty yellow        	Radioactive
Vincenz   	8	M	olive yellow        	Radioactive
Chastity  	8	F	dirty yellow        	Radioactive
Casar     	8	M	dirty yellow        	Radioactive
Heloise   	8	F	dirty yellow        	Radioactive
Foss      	8	M	olive yellow        	Radioactive
Ynez      	7	F	dirty yellow        	Radioactive
Alejandra 	7	F	olive yellow        	Radioactive
Carmita   	7	F	dirty yellow        	Radioactive
Kaela     	7	F	light green         	Radioactive
Jewelle   	7	F	dirty yellow        	Radioactive
Adora     	7	F	olive yellow        	Radioactive
Taddeo    	7	M	dirty yellow        	Radioactive
Dagmar    	7	F	olive yellow        	Radioactive
Alejandro 	7	M	olive yellow        	Radioactive
Hartwell  	7	M	dirty yellow        	Radioactive
Antoni    	7	M	olive yellow        	Radioactive
Abbe      	7	F	dirty yellow        	Radioactive
Shea      	7	M	olive yellow        	Radioactive
Poppy     	7	F	olive yellow        	Radioactive
Ana       	7	F	olive yellow        	Radioactive
Carleton  	7	M	dirty yellow        	Radioactive
Cullen    	7	M	olive yellow        	Radioactive
Anestassia	6	F	dirty yellow        	Radioactive
Creighton 	6	M	olive yellow        	Radioactive
Nolie     	6	F	dirty yellow        	Radioactive
Quintilla 	6	F	light green         	Radioactive
Warren    	6	M	dirty yellow        	Radioactive
Katlin    	6	F	dirty yellow        	Radioactive
Peirce    	6	M	olive yellow        	Radioactive
Tobie     	6	M	dirty yellow        	Radioactive
Colline   	6	F	dirty yellow        	Radioactive
Ethelin   	6	F	olive yellow        	Radioactive
Audy      	6	F	dirty yellow        	Radioactive
Quintana  	6	F	olive yellow        	Radioactive
Brien     	6	M	dirty yellow        	Radioactive
Mahmud    	6	M	olive yellow        	Radioactive
Lutero    	6	M	dirty yellow        	Radioactive
Isabella  	5	F	light green         	Radioactive
Valentin  	5	M	olive yellow        	Radioactive
Caye      	5	F	dirty yellow        	Radioactive
Barty     	5	M	dirty yellow        	Radioactive
Vinita    	5	F	olive yellow        	Radioactive
Sergei    	5	M	dirty yellow        	Radioactive
Graig     	5	M	dirty yellow        	Radioactive
Geneva    	5	F	dirty yellow        	Radioactive
Gerrie    	5	F	dirty yellow        	Radioactive
Letty     	5	F	light green         	Radioactive
Deane     	5	M	olive yellow        	Radioactive
Selig     	5	M	dirty yellow        	Radioactive
Jeni      	4	F	dirty yellow        	Radioactive
Yvonne    	4	F	olive yellow        	Radioactive
Karin     	4	F	dirty yellow        	Radioactive
Rowen     	4	M	olive yellow        	Radioactive
Natal     	4	M	dirty yellow        	Radioactive
Ewart     	4	M	dirty yellow        	Radioactive
Adara     	4	F	light green         	Radioactive
Ruby      	4	F	dirty yellow        	Radioactive
Silvester 	4	M	dirty yellow        	Radioactive
Bekki     	3	F	dirty yellow        	Radioactive
Abagael   	3	F	dirty yellow        	Radioactive
Dalli     	3	M	dirty yellow        	Radioactive
Janine    	3	F	light green         	Radioactive
Cissy     	3	F	dirty yellow        	Radioactive
Trix      	3	F	dirty yellow        	Radioactive
Lorin     	3	M	dirty yellow        	Radioactive
Jessamyn  	3	F	light green         	Radioactive
Kati      	2	F	dirty yellow        	Radioactive
Genovera  	2	F	dirty yellow        	Radioactive
Hussein   	2	M	light green         	Radioactive
